Province_State,Country_Region,Last_Update,Confirmed,Deaths,Recovered
Missouri,US,3/28/2020 23:05,0,0,0
North Carolina,US,3/28/2020 23:05,17,0,0
North Carolina,US,3/28/2020 23:05,0,0,0
Kansas,US,3/28/2020 23:05,0,0,0
Ohio,US,3/28/2020 23:05,14,0,0
Idaho,US,3/28/2020 23:05,1,0,0
Michigan,US,3/28/2020 23:05,110,5,0
New York,US,3/28/2020 23:05,7,0,0
Alabama,US,3/28/2020 23:05,0,0,0
Missouri,US,3/28/2020 23:05,0,0,0
Mississippi,US,3/28/2020 23:05,1,0,0
South Carolina,US,3/28/2020 23:05,6,0,0
Indiana,US,3/28/2020 23:05,4,0,0
Tennessee,US,3/28/2020 23:05,2,0,0
Arizona,US,3/28/2020 23:05,1,0,0
Florida,US,3/28/2020 23:05,0,0,0
Tennessee,US,3/28/2020 23:05,0,0,0
Virginia,US,3/28/2020 23:05,0,0,0
Texas,US,3/28/2020 23:05,0,0,0
Oregon,US,3/28/2020 23:05,0,0,0
Georgia,US,3/28/2020 23:05,0,0,0
West Virginia,US,3/28/2020 23:05,0,0,0
Colorado,US,3/28/2020 23:05,0,0,0
Montana,US,3/28/2020 23:05,0,0,0
Florida,US,3/28/2020 23:05,0,0,0
Michigan,US,3/28/2020 23:05,2,0,0
Georgia,US,3/28/2020 23:05,0,0,0
Texas,US,3/28/2020 23:05,0,0,0
California,US,3/28/2020 23:05,0,0,0
New Jersey,US,3/28/2020 23:05,51,1,0
Virginia,US,3/28/2020 23:05,6,0,0
Georgia,US,3/28/2020 23:05,7,0,0
Michigan,US,3/28/2020 23:05,1,1,0
Montana,US,3/28/2020 23:05,0,0,0
North Dakota,US,3/28/2020 23:05,0,0,0
Texas,US,3/28/2020 23:05,0,0,0
Texas,US,3/28/2020 23:05,0,0,0
Virginia,US,3/28/2020 23:05,5,0,0
Minnesota,US,3/28/2020 23:05,2,0,0
Idaho,US,3/28/2020 23:05,0,0,0
Georgia,US,3/28/2020 23:05,14,1,0
Wyoming,US,3/28/2020 23:05,1,0,0
Nebraska,US,3/28/2020 23:05,0,0,0
Kansas,US,3/28/2020 23:05,1,0,0
Georgia,US,3/28/2020 23:05,0,0,0
Oklahoma,US,3/28/2020 23:05,2,0,0
New Hampshire,US,3/28/2020 23:05,26,0,0
Arizona,US,3/28/2020 23:05,2,0,0
Kansas,US,3/28/2020 23:05,0,0,0
North Carolina,US,3/28/2020 23:05,0,0,0
Tennessee,US,3/28/2020 23:05,0,0,0
Colorado,US,3/28/2020 23:05,2,0,0
Utah,US,3/28/2020 23:05,0,0,0
North Dakota,US,3/28/2020 23:05,0,0,0
Vermont,US,3/28/2020 23:05,0,0,0
Michigan,US,3/28/2020 23:05,5,0,0
Montana,US,3/28/2020 23:05,0,0,0
Arkansas,US,3/28/2020 23:05,3,0,0
Indiana,US,3/28/2020 23:05,5,0,0
Kansas,US,3/28/2020 23:05,0,0,0
Kentucky,US,3/28/2020 23:05,0,0,0
Louisiana,US,3/28/2020 23:05,1,0,0
Minnesota,US,3/28/2020 23:05,0,0,0
Nebraska,US,3/28/2020 23:05,0,0,0
New Mexico,US,3/28/2020 23:05,0,0,0
North Dakota,US,3/28/2020 23:05,0,0,0
Oklahoma,US,3/28/2020 23:05,0,0,0
Oregon,US,3/28/2020 23:05,1,0,0
South Dakota,US,3/28/2020 23:05,0,0,0
Washington,US,3/28/2020 23:05,44,1,0
West Virginia,US,3/28/2020 23:05,0,0,0
Wisconsin,US,3/28/2020 23:05,1,0,0
North Carolina,US,3/28/2020 23:05,3,0,0
Michigan,US,3/28/2020 23:05,2,0,0
Kentucky,US,3/28/2020 23:05,0,0,0
Kansas,US,3/28/2020 23:05,0,0,0
Texas,US,3/28/2020 23:05,0,0,0
Washington,US,3/28/2020 23:05,1,0,0
Kentucky,US,3/28/2020 23:05,0,0,0
Texas,US,3/28/2020 23:05,2,0,0
Virginia,US,3/28/2020 23:05,0,0,0
Kansas,US,3/28/2020 23:05,0,0,0
Nebraska,US,3/28/2020 23:05,0,0,0
Kentucky,US,3/28/2020 23:05,0,0,0
Wisconsin,US,3/28/2020 23:05,4,0,0
Wisconsin,US,3/28/2020 23:05,0,0,0
West Virginia,US,3/28/2020 23:05,1,0,0
Alabama,US,3/28/2020 23:05,3,0,0
Arkansas,US,3/28/2020 23:05,1,0,0
Georgia,US,3/28/2020 23:05,1,0,0
Illinois,US,3/28/2020 23:05,0,0,0
Indiana,US,3/28/2020 23:05,0,0,0
Iowa,US,3/28/2020 23:05,0,0,0
Mississippi,US,3/28/2020 23:05,0,0,0
Missouri,US,3/28/2020 23:05,41,4,0
New York,US,3/28/2020 23:05,7,0,0
North Carolina,US,3/28/2020 23:05,3,0,0
Ohio,US,3/28/2020 23:05,3,0,0
Pennsylvania,US,3/28/2020 23:05,6,0,0
Tennessee,US,3/28/2020 23:05,8,0,0
Virginia,US,3/28/2020 23:05,1,0,0
Arizona,US,3/28/2020 23:05,0,0,0
Virginia,US,3/28/2020 23:05,0,0,0
Kentucky,US,3/28/2020 23:05,0,0,0
South Carolina,US,3/28/2020 23:05,57,1,0
Kansas,US,3/28/2020 23:05,0,0,0
South Carolina,US,3/28/2020 23:05,3,0,0
Oklahoma,US,3/28/2020 23:05,0,0,0
Texas,US,3/28/2020 23:05,4,0,0
South Dakota,US,3/28/2020 23:05,0,0,0
Mississippi,US,3/28/2020 23:05,2,0,0
North Dakota,US,3/28/2020 23:05,0,0,0
Texas,US,3/28/2020 23:05,2,0,0
Illinois,US,3/28/2020 23:05,2,0,0
Iowa,US,3/28/2020 23:05,0,0,0
Missouri,US,3/28/2020 23:05,0,0,0
Tennessee,US,3/28/2020 23:05,2,0,0
New Mexico,US,3/28/2020 23:05,0,0,0
Texas,US,3/28/2020 23:05,8,0,0
Ohio,US,3/28/2020 23:05,0,0,0
North Carolina,US,3/28/2020 23:05,34,0,0
Florida,US,3/28/2020 23:05,0,0,0
Colorado,US,3/28/2020 23:05,66,1,0
Iowa,US,3/28/2020 23:05,0,0,0
Georgia,US,3/28/2020 23:05,129,1,0
South Dakota,US,3/28/2020 23:05,0,0,0
Georgia,US,3/28/2020 23:05,0,0,0
Alaska,US,3/28/2020 23:05,0,0,0
Alabama,US,3/28/2020 23:05,0,0,0
Texas,US,3/28/2020 23:05,1,0,0
North Carolina,US,3/28/2020 23:05,1,0,0
Virginia,US,3/28/2020 23:05,1,0,0
Georgia,US,3/28/2020 23:05,31,0,0
Nebraska,US,3/28/2020 23:05,3,1,0
Texas,US,3/28/2020 23:05,0,0,0
Tennessee,US,3/28/2020 23:05,2,0,0
Florida,US,3/28/2020 23:05,0,0,0
Illinois,US,3/28/2020 23:05,0,0,0
Indiana,US,3/28/2020 23:05,64,0,0
Iowa,US,3/28/2020 23:05,0,0,0
Kansas,US,3/28/2020 23:05,0,0,0
Nebraska,US,3/28/2020 23:05,0,0,0
New York,US,3/28/2020 23:05,2,0,0
Ohio,US,3/28/2020 23:05,71,0,0
Tennessee,US,3/28/2020 23:05,35,1,0
Texas,US,3/28/2020 23:05,0,0,0
South Dakota,US,3/28/2020 23:05,1,0,0
Massachusetts,US,3/28/2020 23:05,183,4,0
Massachusetts,US,3/28/2020 23:05,30,0,0
West Virginia,US,3/28/2020 23:05,0,0,0
South Carolina,US,3/28/2020 23:05,0,0,0
Virginia,US,3/28/2020 23:05,7,1,0
Georgia,US,3/28/2020 23:05,0,0,0
Illinois,US,3/28/2020 23:05,0,0,0
Indiana,US,3/28/2020 23:05,19,1,0
Iowa,US,3/28/2020 23:05,3,0,0
Kentucky,US,3/28/2020 23:05,1,0,0
Maine,US,3/28/2020 23:05,0,0,0
Mississippi,US,3/28/2020 23:05,9,1,0
Ohio,US,3/28/2020 23:05,3,0,0
Tennessee,US,3/28/2020 23:05,0,0,0
West Virginia,US,3/28/2020 23:05,1,0,0
South Dakota,US,3/28/2020 23:05,0,0,0
Virginia,US,3/28/2020 23:05,3,0,0
Texas,US,3/28/2020 23:05,0,0,0
South Dakota,US,3/28/2020 23:05,0,0,0
Georgia,US,3/28/2020 23:05,1,0,0
Florida,US,3/28/2020 23:05,0,0,0
Tennessee,US,3/28/2020 23:05,1,0,0
Texas,US,3/28/2020 23:05,0,0,0
Illinois,US,3/28/2020 23:05,0,0,0
Iowa,US,3/28/2020 23:05,1,0,0
Kentucky,US,3/28/2020 23:05,2,0,0
Ohio,US,3/28/2020 23:05,0,0,0
Tennessee,US,3/28/2020 23:05,1,0,0
Texas,US,3/28/2020 23:05,6,0,0
New Mexico,US,3/28/2020 23:05,0,0,0
South Dakota,US,3/28/2020 23:05,0,0,0
West Virginia,US,3/28/2020 23:05,0,0,0
Maryland,US,3/28/2020 23:05,21,0,0
Kentucky,US,3/28/2020 23:05,0,0,0
Nebraska,US,3/28/2020 23:05,0,0,0
Oklahoma,US,3/28/2020 23:05,0,0,0
North Carolina,US,3/28/2020 23:05,11,1,0
Oregon,US,3/28/2020 23:05,0,0,0
Kansas,US,3/28/2020 23:05,0,0,0
Oklahoma,US,3/28/2020 23:05,0,0,0
Georgia,US,3/28/2020 23:05,1,0,0
Texas,US,3/28/2020 23:05,445,2,0
Indiana,US,3/28/2020 23:05,7,0,0
Iowa,US,3/28/2020 23:05,8,0,0
Kentucky,US,3/28/2020 23:05,10,0,0
Mississippi,US,3/28/2020 23:05,38,1,0
Missouri,US,3/28/2020 23:05,0,0,0
Ohio,US,3/28/2020 23:05,0,0,0
Texas,US,3/28/2020 23:05,1,0,0
West Virginia,US,3/28/2020 23:05,4,0,0
Virginia,US,3/28/2020 23:05,5,0,0
Georgia,US,3/28/2020 23:05,1,0,0
Kentucky,US,3/28/2020 23:05,0,0,0
Connecticut,US,3/28/2020 23:05,228,2,0
Texas,US,3/28/2020 23:05,0,0,0
Kansas,US,3/28/2020 23:05,1,0,0
Kansas,US,3/28/2020 23:05,0,0,0
Oklahoma,US,3/28/2020 23:05,0,0,0
Texas,US,3/28/2020 23:05,0,0,0
Hawaii,US,3/28/2020 23:05,10,0,0
Tennessee,US,3/28/2020 23:05,2,0,0
Nebraska,US,3/28/2020 23:05,0,0,0
Texas,US,3/28/2020 23:05,13,0,0
North Carolina,US,3/28/2020 23:05,0,0,0
Tennessee,US,3/28/2020 23:05,0,0,0
Georgia,US,3/28/2020 23:05,1,1,0
Texas,US,3/28/2020 23:05,0,0,0
Arkansas,US,3/28/2020 23:05,0,0,0
Illinois,US,3/28/2020 23:05,0,0,0
Kentucky,US,3/28/2020 23:05,3,0,0
North Carolina,US,3/28/2020 23:05,9,0,0
Tennessee,US,3/28/2020 23:05,0,0,0
Texas,US,3/28/2020 23:05,0,0,0
Indiana,US,3/28/2020 23:05,36,2,0
Florida,US,3/28/2020 23:05,0,0,0
Minnesota,US,3/28/2020 23:05,152,2,0
Virginia,US,3/28/2020 23:05,31,2,0
Alabama,US,3/28/2020 23:05,0,0,0
Georgia,US,3/28/2020 23:05,50,1,0
Illinois,US,3/28/2020 23:05,2,0,0
Indiana,US,3/28/2020 23:05,1,0,0
Iowa,US,3/28/2020 23:05,2,0,0
Kentucky,US,3/28/2020 23:05,0,0,0
Missouri,US,3/28/2020 23:05,1,0,0
Ohio,US,3/28/2020 23:05,0,0,0
Tennessee,US,3/28/2020 23:05,0,0,0
Virginia,US,3/28/2020 23:05,0,0,0
New York,US,3/28/2020 23:05,9,1,0
Florida,US,3/28/2020 23:05,13,0,0
North Carolina,US,3/28/2020 23:05,3,0,0
North Dakota,US,3/28/2020 23:05,0,0,0
Kentucky,US,3/28/2020 23:05,0,0,0
Tennessee,US,3/28/2020 23:05,0,0,0
Missouri,US,3/28/2020 23:05,0,0,0
New Mexico,US,3/28/2020 23:05,0,0,0
Texas,US,3/28/2020 23:05,18,0,0
Ohio,US,3/28/2020 23:05,1,0,0
Virginia,US,3/28/2020 23:05,0,0,0
Florida,US,3/28/2020 23:05,10,1,0
Montana,US,3/28/2020 23:05,1,0,0
Texas,US,3/28/2020 23:05,0,0,0
Florida,US,3/28/2020 23:05,195,2,0
New Hampshire,US,3/28/2020 23:05,43,2,0
Michigan,US,3/28/2020 23:05,7,0,0
Mississippi,US,3/28/2020 23:05,58,0,0
Colorado,US,3/28/2020 23:05,1,0,0
Nebraska,US,3/28/2020 23:05,0,0,0
Ohio,US,3/28/2020 23:05,0,0,0
Texas,US,3/28/2020 23:05,7,0,0
Kansas,US,3/28/2020 23:05,0,0,0
North Carolina,US,3/28/2020 23:05,2,0,0
Florida,US,3/28/2020 23:05,0,0,0
Mississippi,US,3/28/2020 23:05,13,1,0
Ohio,US,3/28/2020 23:05,0,0,0
Missouri,US,3/28/2020 23:05,0,0,0
Nebraska,US,3/28/2020 23:05,0,0,0
Hawaii,US,3/28/2020 23:05,108,0,0
Texas,US,3/28/2020 23:05,3,0,0
Oregon,US,3/28/2020 23:05,1,0,0
Nebraska,US,3/28/2020 23:05,0,0,0
Alaska,US,3/28/2020 23:05,0,0,0
Virginia,US,3/28/2020 23:05,1,0,0
Kentucky,US,3/28/2020 23:05,0,1,0
Texas,US,3/28/2020 23:05,1,0,0
South Carolina,US,3/28/2020 23:05,28,2,0
Arkansas,US,3/28/2020 23:05,1,0,0
Wyoming,US,3/28/2020 23:05,0,0,0
Michigan,US,3/28/2020 23:05,0,0,0
Alabama,US,3/28/2020 23:05,4,0,0
Georgia,US,3/28/2020 23:05,12,1,0
Minnesota,US,3/28/2020 23:05,0,0,0
Tennessee,US,3/28/2020 23:05,2,0,0
Texas,US,3/28/2020 23:05,0,0,0
Arkansas,US,3/28/2020 23:05,1,0,0
Indiana,US,3/28/2020 23:05,9,1,0
Iowa,US,3/28/2020 23:05,0,0,0
Maryland,US,3/28/2020 23:05,73,0,0
Missouri,US,3/28/2020 23:05,0,0,0
Nebraska,US,3/28/2020 23:05,0,0,0
Texas,US,3/28/2020 23:05,0,0,0
Missouri,US,3/28/2020 23:05,0,0,0
Minnesota,US,3/28/2020 23:05,0,0,0
New Jersey,US,3/28/2020 23:05,771,4,0
Texas,US,3/28/2020 23:05,0,0,0
Colorado,US,3/28/2020 23:05,1,0,0
Oklahoma,US,3/28/2020 23:05,0,0,0
South Dakota,US,3/28/2020 23:05,1,0,0
California,US,3/28/2020 23:05,14,0,0
Iowa,US,3/28/2020 23:05,0,0,0
Nevada,US,3/28/2020 23:05,1,0,0
Mississippi,US,3/28/2020 23:05,2,0,0
Tennessee,US,3/28/2020 23:05,0,0,0
Texas,US,3/28/2020 23:05,1,0,0
New Jersey,US,3/28/2020 23:05,61,0,0
Pennsylvania,US,3/28/2020 23:05,1,0,0
Indiana,US,3/28/2020 23:05,1,0,0
Michigan,US,3/28/2020 23:05,1,0,0
Ohio,US,3/28/2020 23:05,3,0,0
South Dakota,US,3/28/2020 23:05,2,0,0
Texas,US,3/28/2020 23:05,0,0,0
North Carolina,US,3/28/2020 23:05,1,0,0
South Dakota,US,3/28/2020 23:05,0,0,0
Louisiana,US,3/28/2020 23:05,9,0,0
Louisiana,US,3/28/2020 23:05,21,1,0
Iowa,US,3/28/2020 23:05,0,0,0
Idaho,US,3/28/2020 23:05,1,0,0
California,US,3/28/2020 23:05,21,0,0
Arkansas,US,3/28/2020 23:05,3,0,0
Florida,US,3/28/2020 23:05,16,0,0
Pennsylvania,US,3/28/2020 23:05,2,0,0
Michigan,US,3/28/2020 23:05,32,0,0
California,US,3/28/2020 23:05,5,0,0
Michigan,US,3/28/2020 23:05,2,0,0
Michigan,US,3/28/2020 23:05,1,0,0
Iowa,US,3/28/2020 23:05,1,0,0
Wisconsin,US,3/28/2020 23:05,3,0,0
North Carolina,US,3/28/2020 23:05,18,0,0
Texas,US,3/28/2020 23:05,0,0,0
Michigan,US,3/28/2020 23:05,0,0,0
Missouri,US,3/28/2020 23:05,0,0,0
Utah,US,3/28/2020 23:05,0,0,0
Wisconsin,US,3/28/2020 23:05,1,1,0
Illinois,US,3/28/2020 23:05,1,0,0
Georgia,US,3/28/2020 23:05,3,0,0
Michigan,US,3/28/2020 23:05,4,0,0
Minnesota,US,3/28/2020 23:05,0,0,0
Washington,US,3/28/2020 23:05,80,1,0
Virginia,US,3/28/2020 23:05,3,0,0
Mississippi,US,3/28/2020 23:05,0,0,0
Minnesota,US,3/28/2020 23:05,0,0,0
Mississippi,US,3/28/2020 23:05,3,0,0
Arkansas,US,3/28/2020 23:05,0,0,0
Texas,US,3/28/2020 23:05,0,0,0
Alabama,US,3/28/2020 23:05,5,1,0
Arkansas,US,3/28/2020 23:05,0,0,0
Colorado,US,3/28/2020 23:05,0,0,0
Florida,US,3/28/2020 23:05,1,0,0
Georgia,US,3/28/2020 23:05,2,0,0
Illinois,US,3/28/2020 23:05,2,0,0
Indiana,US,3/28/2020 23:05,7,0,0
Iowa,US,3/28/2020 23:05,0,0,0
Kansas,US,3/28/2020 23:05,1,0,0
Kentucky,US,3/28/2020 23:05,0,0,0
Louisiana,US,3/28/2020 23:05,2,0,0
Michigan,US,3/28/2020 23:05,20,0,0
Minnesota,US,3/28/2020 23:05,1,0,0
Mississippi,US,3/28/2020 23:05,33,0,0
Missouri,US,3/28/2020 23:05,43,1,0
North Carolina,US,3/28/2020 23:05,1,0,0
Ohio,US,3/28/2020 23:05,0,0,0
Oklahoma,US,3/28/2020 23:05,1,0,0
Oregon,US,3/28/2020 23:05,8,0,0
South Dakota,US,3/28/2020 23:05,0,0,0
Tennessee,US,3/28/2020 23:05,0,0,0
Texas,US,3/28/2020 23:05,1,0,0
West Virginia,US,3/28/2020 23:05,6,0,0
Wisconsin,US,3/28/2020 23:05,0,0,0
Virginia,US,3/28/2020 23:05,65,2,0
Georgia,US,3/28/2020 23:05,2,0,0
Illinois,US,3/28/2020 23:05,0,0,0
Indiana,US,3/28/2020 23:05,5,1,0
Iowa,US,3/28/2020 23:05,3,0,0
Mississippi,US,3/28/2020 23:05,0,0,0
Missouri,US,3/28/2020 23:05,4,0,0
South Carolina,US,3/28/2020 23:05,3,0,0
Texas,US,3/28/2020 23:05,0,0,0
Indiana,US,3/28/2020 23:05,0,0,0
Georgia,US,3/28/2020 23:05,0,0,0
Texas,US,3/28/2020 23:05,0,0,0
Alabama,US,3/28/2020 23:05,195,0,0
Arkansas,US,3/28/2020 23:05,25,0,0
Colorado,US,3/28/2020 23:05,158,5,0
Florida,US,3/28/2020 23:05,0,0,0
Georgia,US,3/28/2020 23:05,0,0,0
Idaho,US,3/28/2020 23:05,2,0,0
Illinois,US,3/28/2020 23:05,0,0,0
Indiana,US,3/28/2020 23:05,0,0,0
Iowa,US,3/28/2020 23:05,0,0,0
Kansas,US,3/28/2020 23:05,1,0,0
Kentucky,US,3/28/2020 23:05,103,3,0
Louisiana,US,3/28/2020 23:05,744,26,0
Mississippi,US,3/28/2020 23:05,1,0,0
Missouri,US,3/28/2020 23:05,17,0,0
Montana,US,3/28/2020 23:05,2,0,0
Nebraska,US,3/28/2020 23:05,0,0,0
New York,US,3/28/2020 23:05,6,0,0
Ohio,US,3/28/2020 23:05,5,0,0
Oklahoma,US,3/28/2020 23:05,0,0,0
Oregon,US,3/28/2020 23:05,0,0,0
Pennsylvania,US,3/28/2020 23:05,0,0,0
Tennessee,US,3/28/2020 23:05,5,0,0
Texas,US,3/28/2020 23:05,12,1,0
Washington,US,3/28/2020 23:05,11,0,0
West Virginia,US,3/28/2020 23:05,4,0,0
Wisconsin,US,3/28/2020 23:05,8,0,0
Louisiana,US,3/28/2020 23:05,1,0,0
Mississippi,US,3/28/2020 23:05,0,0,0
Georgia,US,3/28/2020 23:05,1,0,0
Indiana,US,3/28/2020 23:05,10,0,0
South Dakota,US,3/28/2020 23:05,0,0,0
Idaho,US,3/28/2020 23:05,0,0,0
Illinois,US,3/28/2020 23:05,0,0,0
Kentucky,US,3/28/2020 23:05,1,0,0
Kansas,US,3/28/2020 23:05,0,0,0
Texas,US,3/28/2020 23:05,0,0,0
Texas,US,3/28/2020 23:05,0,0,0
Illinois,US,3/28/2020 23:05,1,0,0
Arkansas,US,3/28/2020 23:05,1,0,0
Georgia,US,3/28/2020 23:05,0,0,0
Illinois,US,3/28/2020 23:05,0,0,0
Indiana,US,3/28/2020 23:05,52,3,0
Iowa,US,3/28/2020 23:05,61,0,0
Kansas,US,3/28/2020 23:05,80,1,0
Kentucky,US,3/28/2020 23:05,0,0,0
Missouri,US,3/28/2020 23:05,9,0,0
Nebraska,US,3/28/2020 23:05,0,0,0
Tennessee,US,3/28/2020 23:05,0,0,0
Texas,US,3/28/2020 23:05,8,0,0
Wyoming,US,3/28/2020 23:05,5,0,0
North Carolina,US,3/28/2020 23:05,9,1,0
Oklahoma,US,3/28/2020 23:05,0,0,0
Georgia,US,3/28/2020 23:05,2,0,0
Iowa,US,3/28/2020 23:05,0,0,0
Mississippi,US,3/28/2020 23:05,3,0,0
North Carolina,US,3/28/2020 23:05,0,0,0
South Dakota,US,3/28/2020 23:05,0,0,0
Texas,US,3/28/2020 23:05,0,0,0
Oregon,US,3/28/2020 23:05,5,0,0
Utah,US,3/28/2020 23:05,0,0,0
Montana,US,3/28/2020 23:05,0,0,0
Alaska,US,3/28/2020 23:05,4,0,0
Wisconsin,US,3/28/2020 23:05,2,0,0
Pennsylvania,US,3/28/2020 23:05,1,0,0
Michigan,US,3/28/2020 23:05,15,0,0
Hawaii,US,3/28/2020 23:05,0,0,0
Michigan,US,3/28/2020 23:05,4,0,0
Minnesota,US,3/28/2020 23:05,0,0,0
West Virginia,US,3/28/2020 23:05,17,0,0
Minnesota,US,3/28/2020 23:05,1,0,0
Illinois,US,3/28/2020 23:05,90,4,0
Utah,US,3/28/2020 23:05,0,0,0
Illinois,US,3/28/2020 23:05,27,0,0
Missouri,US,3/28/2020 23:05,94,0,0
Texas,US,3/28/2020 23:05,1,0,0
Hawaii,US,3/28/2020 23:05,11,0,0
Texas,US,3/28/2020 23:05,2,0,0
Oklahoma,US,3/28/2020 23:05,18,0,0
Nebraska,US,3/28/2020 23:05,1,0,0
Kansas,US,3/28/2020 23:05,0,0,0
Nebraska,US,3/28/2020 23:05,0,0,0
Mississippi,US,3/28/2020 23:05,1,0,0
Alaska,US,3/28/2020 23:05,5,0,0
Illinois,US,3/28/2020 23:05,11,0,0
Texas,US,3/28/2020 23:05,6,0,0
Texas,US,3/28/2020 23:05,0,0,0
Maine,US,3/28/2020 23:05,9,0,0
Wisconsin,US,3/28/2020 23:05,24,0,0
Delaware,US,3/28/2020 23:05,25,2,0
Maryland,US,3/28/2020 23:05,2,0,0
Michigan,US,3/28/2020 23:05,53,1,0
Rhode Island,US,3/28/2020 23:05,9,0,0
Texas,US,3/28/2020 23:05,0,0,0
Kentucky,US,3/28/2020 23:05,12,1,0
Iowa,US,3/28/2020 23:05,1,0,0
California,US,3/28/2020 23:05,47,1,0
Texas,US,3/28/2020 23:05,0,0,0
South Carolina,US,3/28/2020 23:05,77,2,0
Alaska,US,3/28/2020 23:05,12,0,0
Wisconsin,US,3/28/2020 23:05,0,0,0
Michigan,US,3/28/2020 23:05,0,0,0
Nebraska,US,3/28/2020 23:05,0,0,0
North Dakota,US,3/28/2020 23:05,0,0,0
Nebraska,US,3/28/2020 23:05,0,0,0
Texas,US,3/28/2020 23:05,0,0,0
Texas,US,3/28/2020 23:05,0,0,0
Washington,US,3/28/2020 23:05,2077,136,0
Virginia,US,3/28/2020 23:05,2,0,0
Virginia,US,3/28/2020 23:05,0,0,0
Virginia,US,3/28/2020 23:05,0,0,0
Oklahoma,US,3/28/2020 23:05,0,0,0
Kansas,US,3/28/2020 23:05,0,0,0
California,US,3/28/2020 23:05,2,0,0
New York,US,3/28/2020 23:05,0,0,0
South Dakota,US,3/28/2020 23:05,0,0,0
Texas,US,3/28/2020 23:05,0,0,0
Colorado,US,3/28/2020 23:05,0,0,0
Kansas,US,3/28/2020 23:05,0,0,0
Oklahoma,US,3/28/2020 23:05,0,0,0
Colorado,US,3/28/2020 23:05,2,0,0
Washington,US,3/28/2020 23:05,42,1,0
Washington,US,3/28/2020 23:05,8,0,0
Minnesota,US,3/28/2020 23:05,0,0,0
Oregon,US,3/28/2020 23:05,2,0,0
Texas,US,3/28/2020 23:05,1,0,0
Washington,US,3/28/2020 23:05,7,0,0
Kentucky,US,3/28/2020 23:05,0,0,0
Illinois,US,3/28/2020 23:05,0,0,0
Indiana,US,3/28/2020 23:05,0,0,0
Kentucky,US,3/28/2020 23:05,0,0,0
Maine,US,3/28/2020 23:05,2,0,0
Missouri,US,3/28/2020 23:05,0,0,0
Nebraska,US,3/28/2020 23:05,2,0,0
Ohio,US,3/28/2020 23:05,2,0,0
Tennessee,US,3/28/2020 23:05,33,0,0
Texas,US,3/28/2020 23:05,0,0,0
Alaska,US,3/28/2020 23:05,0,0,0
Minnesota,US,3/28/2020 23:05,0,0,0
Idaho,US,3/28/2020 23:05,11,0,0
Indiana,US,3/28/2020 23:05,2,0,0
Iowa,US,3/28/2020 23:05,1,0,0
Alaska,US,3/28/2020 23:05,0,0,0
Wisconsin,US,3/28/2020 23:05,15,0,0
Arizona,US,3/28/2020 23:05,2,0,0
Colorado,US,3/28/2020 23:05,13,0,0
Texas,US,3/28/2020 23:05,0,0,0
Indiana,US,3/28/2020 23:05,2,0,0
North Dakota,US,3/28/2020 23:05,0,0,0
Indiana,US,3/28/2020 23:05,4,0,0
Illinois,US,3/28/2020 23:05,3,0,0
Louisiana,US,3/28/2020 23:05,2,0,0
Kansas,US,3/28/2020 23:05,0,0,0
Minnesota,US,3/28/2020 23:05,1,0,0
Pennsylvania,US,3/28/2020 23:05,51,2,0
Missouri,US,3/28/2020 23:05,0,0,0
Arkansas,US,3/28/2020 23:05,0,0,0
Florida,US,3/28/2020 23:05,0,0,0
Louisiana,US,3/28/2020 23:05,48,1,0
Mississippi,US,3/28/2020 23:05,11,0,0
Missouri,US,3/28/2020 23:05,4,0,0
Wisconsin,US,3/28/2020 23:05,0,0,0
Louisiana,US,3/28/2020 23:05,34,2,0
California,US,3/28/2020 23:05,0,0,0
Colorado,US,3/28/2020 23:05,0,0,0
Florida,US,3/28/2020 23:05,35,0,0
Illinois,US,3/28/2020 23:05,241,1,0
Indiana,US,3/28/2020 23:05,68,1,0
Michigan,US,3/28/2020 23:05,0,0,0
Minnesota,US,3/28/2020 23:05,0,0,0
Montana,US,3/28/2020 23:05,1,0,0
Ohio,US,3/28/2020 23:05,30,1,0
Oregon,US,3/28/2020 23:05,0,0,0
South Dakota,US,3/28/2020 23:05,0,0,0
Tennessee,US,3/28/2020 23:05,0,0,0
Alaska,US,3/28/2020 23:05,0,0,0
Minnesota,US,3/28/2020 23:05,0,0,0
Alabama,US,3/28/2020 23:05,1,0,0
Georgia,US,3/28/2020 23:05,2,0,0
Mississippi,US,3/28/2020 23:05,4,0,0
Texas,US,3/28/2020 23:05,1,0,0
Texas,US,3/28/2020 23:05,1,0,0
Vermont,US,3/28/2020 23:05,9,0,0
Texas,US,3/28/2020 23:05,0,0,0
Nebraska,US,3/28/2020 23:05,4,0,0
Pennsylvania,US,3/28/2020 23:05,45,1,0
South Carolina,US,3/28/2020 23:05,9,0,0
Virginia,US,3/28/2020 23:05,1,0,0
Nevada,US,3/28/2020 23:05,0,0,0
Kansas,US,3/28/2020 23:05,0,0,0
Oregon,US,3/28/2020 23:05,9,1,0
Wisconsin,US,3/28/2020 23:05,0,0,0
Georgia,US,3/28/2020 23:05,0,0,0
Michigan,US,3/28/2020 23:05,4,0,0
Wyoming,US,3/28/2020 23:05,19,0,0
Colorado,US,3/28/2020 23:05,67,1,0
Kentucky,US,3/28/2020 23:05,0,0,0
Colorado,US,3/28/2020 23:05,0,0,0
California,US,3/28/2020 23:05,0,0,0
Idaho,US,3/28/2020 23:05,0,0,0
